Produto,Categoria,Preço Unitário (R$),Quantidade Vendida,Total de Vendas (R$),Data da Venda
Móveis Suggest,Móveis,554.21,17,9421.57,2024-01-22
Eletrônicos Population,Eletrônicos,1387.02,16,22192.32,2024-03-17
Brinquedos Describe,Brinquedos,4959.86,7,34719.02,2024-11-22
Brinquedos Mention,Brinquedos,4007.93,17,68134.81,2024-01-13
Eletrodomésticos Peace,Eletrodomésticos,2213.9,9,19925.1,2024-10-13
Eletrônicos Owner,Eletrônicos,160.15,11,1761.65,2024-04-08
Brinquedos Race,Brinquedos,4074.45,13,52967.85,2024-10-26
Móveis Lot,Móveis,1617.62,15,24264.3,2024-01-08
Eletrodomésticos Might,Eletrodomésticos,1743.96,4,6975.84,2024-05-17
Móveis Likely,Móveis,3089.15,11,33980.65,2024-11-02
Vestuário Place,Vestuário,1506.45,8,12051.6,2024-07-07
Vestuário Media,Vestuário,3703.96,10,37039.6,2024-03-25
Móveis Do,Móveis,1861.5,15,27922.5,2024-08-24
Móveis Watch,Móveis,1924.0,8,15392.0,2024-03-01
Eletrônicos Figure,Eletrônicos,1642.55,18,29565.9,2024-06-30
Brinquedos Seat,Brinquedos,133.64,7,935.48,2024-10-21
Eletrodomésticos Stage,Eletrodomésticos,1199.8,16,19196.8,2024-10-28
Eletrônicos Affect,Eletrônicos,3947.1,4,15788.4,2024-02-19
Vestuário Base,Vestuário,398.18,12,4778.16,2024-03-13
Eletrônicos Project,Eletrônicos,664.03,5,3320.15,2024-01-03
Eletrodomésticos Word,Eletrodomésticos,2360.38,11,25964.18,2024-11-03
Brinquedos Fish,Brinquedos,2468.77,19,46906.63,2024-07-17
Brinquedos Be,Brinquedos,2652.0,9,23868.0,2024-09-05
Eletrodomésticos Could,Eletrodomésticos,2739.98,8,21919.84,2024-06-12
Eletrônicos Young,Eletrônicos,3491.64,2,6983.28,2024-07-28
Eletrônicos His,Eletrônicos,1740.3,20,34806.0,2024-03-16
Eletrônicos Media,Eletrônicos,3343.12,16,53489.92,2024-03-20
Vestuário Card,Vestuário,235.53,6,1413.18,2024-10-11
Brinquedos Fast,Brinquedos,3610.47,10,36104.7,2024-05-23
Vestuário Site,Vestuário,3152.91,16,50446.56,2024-05-17
Eletrônicos Process,Eletrônicos,3595.81,9,32362.29,2024-04-16
Vestuário Rule,Vestuário,1730.64,13,22498.32,2024-05-09
Brinquedos Fish,Brinquedos,482.59,2,965.18,2024-11-01
Brinquedos Left,Brinquedos,1926.35,4,7705.4,2024-02-20
Eletrodomésticos By,Eletrodomésticos,1291.37,18,23244.66,2024-06-25
Brinquedos Involve,Brinquedos,4342.22,6,26053.32,2024-08-14
Eletrônicos Stand,Eletrônicos,1844.42,14,25821.88,2024-02-16
Vestuário Democratic,Vestuário,2680.71,3,8042.13,2024-01-07
Eletrodomésticos Opportunity,Eletrodomésticos,92.73,12,1112.76,2024-10-09
Brinquedos Research,Brinquedos,1700.26,1,1700.26,2024-04-09
Eletrodomésticos Offer,Eletrodomésticos,3313.5,15,49702.5,2024-06-17
Eletrodomésticos Quality,Eletrodomésticos,444.77,20,8895.4,2024-11-15
Eletrodomésticos Too,Eletrodomésticos,877.36,12,10528.32,2024-08-07
Vestuário Follow,Vestuário,1023.97,17,17407.49,2024-01-23
Vestuário Agent,Vestuário,4209.37,20,84187.4,2024-08-10
Móveis Sell,Móveis,342.43,2,684.86,2024-11-03
Eletrodomésticos Down,Eletrodomésticos,3289.3,16,52628.8,2024-11-02
Eletrônicos Democratic,Eletrônicos,2571.41,9,23142.69,2024-02-22
Brinquedos Grow,Brinquedos,303.73,14,4252.22,2024-07-10
Eletrônicos Deep,Eletrônicos,4356.18,20,87123.6,2024-03-05
Vestuário Remember,Vestuário,1340.01,18,24120.18,2024-04-19
Eletrônicos Box,Eletrônicos,467.84,6,2807.04,2024-03-28
Vestuário Local,Vestuário,2234.25,11,24576.75,2024-10-15
Eletrônicos Health,Eletrônicos,3223.42,15,48351.3,2024-11-26
Vestuário Skill,Vestuário,3413.19,1,3413.19,2024-06-24
Brinquedos Able,Brinquedos,948.95,3,2846.85,2024-08-22
Móveis Number,Móveis,4029.02,7,28203.14,2024-08-14
Móveis Low,Móveis,2631.48,3,7894.44,2024-02-29
Eletrodomésticos Yourself,Eletrodomésticos,1768.03,7,12376.21,2024-02-07
Vestuário On,Vestuário,3766.43,3,11299.29,2024-01-16
Brinquedos Use,Brinquedos,1203.06,9,10827.54,2024-08-09
Brinquedos Man,Brinquedos,1474.34,10,14743.4,2024-09-04
Eletrônicos Court,Eletrônicos,2124.73,6,12748.38,2024-03-04
Brinquedos Opportunity,Brinquedos,1664.57,2,3329.14,2024-01-04
Móveis Only,Móveis,926.66,11,10193.26,2024-06-12
Eletrodomésticos Expert,Eletrodomésticos,1001.94,10,10019.4,2024-09-23
Eletrônicos Offer,Eletrônicos,4275.93,11,47035.23,2024-03-23
Brinquedos Charge,Brinquedos,4327.98,11,47607.78,2024-10-11
Vestuário Happy,Vestuário,804.16,18,14474.88,2024-02-12
Móveis Wall,Móveis,1997.83,17,33963.11,2024-07-27
Brinquedos From,Brinquedos,382.7,16,6123.2,2024-10-23
Móveis Out,Móveis,3613.81,18,65048.58,2024-05-22
Móveis Lawyer,Móveis,2619.72,6,15718.32,2024-10-07
Vestuário General,Vestuário,3800.49,8,30403.92,2024-11-21
Vestuário Return,Vestuário,710.11,14,9941.54,2024-07-15
Vestuário Market,Vestuário,3376.96,12,40523.52,2024-11-06
Eletrodomésticos Herself,Eletrodomésticos,2443.06,14,34202.84,2024-08-27
Móveis Service,Móveis,4618.84,12,55426.08,2024-11-25
Móveis Enter,Móveis,2883.46,2,5766.92,2024-08-29
Eletrodomésticos Its,Eletrodomésticos,2373.63,10,23736.3,2024-02-04
Brinquedos Pretty,Brinquedos,2902.83,7,20319.81,2024-04-08
Brinquedos They,Brinquedos,658.7,4,2634.8,2024-10-20
Brinquedos Every,Brinquedos,1088.6,9,9797.4,2024-09-18
Eletrodomésticos Owner,Eletrodomésticos,1650.45,19,31358.55,2024-07-11
Brinquedos During,Brinquedos,1009.42,17,17160.14,2024-01-21
Eletrodomésticos Design,Eletrodomésticos,2884.32,12,34611.84,2024-07-06
Eletrônicos Eat,Eletrônicos,727.73,20,14554.6,2024-05-18
Eletrônicos Them,Eletrônicos,2418.45,6,14510.7,2024-06-05
Eletrônicos Cold,Eletrônicos,4157.9,8,33263.2,2024-05-03
Eletrônicos Theory,Eletrônicos,3392.89,6,20357.34,2024-07-17
Vestuário Anything,Vestuário,2738.6,13,35601.8,2024-08-22
Eletrônicos Bank,Eletrônicos,115.83,5,579.15,2024-08-01
Eletrodomésticos Call,Eletrodomésticos,3630.41,11,39934.51,2024-02-06
Eletrônicos Direction,Eletrônicos,3512.13,10,35121.3,2024-05-10
Eletrônicos Loss,Eletrônicos,4270.23,14,59783.22,2024-07-23
Vestuário It,Vestuário,4670.38,19,88737.22,2024-11-21
Vestuário Style,Vestuário,2505.09,15,37576.35,2024-01-05
Vestuário Identify,Vestuário,2914.69,19,55379.11,2024-06-23
Brinquedos Manager,Brinquedos,4751.87,16,76029.92,2024-09-08
Brinquedos Fly,Brinquedos,1845.27,1,1845.27,2024-05-14
Móveis It,Móveis,4949.99,11,54449.89,2024-05-29
Móveis Owner,Móveis,4067.88,20,81357.6,2024-04-09
Eletrodomésticos Range,Eletrodomésticos,1129.08,2,2258.16,2024-02-10
Móveis Interest,Móveis,2337.47,17,39736.99,2024-05-07
Brinquedos Left,Brinquedos,1142.84,16,18285.44,2024-06-26
Móveis Kind,Móveis,1275.81,17,21688.77,2024-02-07
Móveis Population,Móveis,3129.36,14,43811.04,2024-04-13
Vestuário Agent,Vestuário,882.67,1,882.67,2024-10-20
Vestuário Organization,Vestuário,545.55,4,2182.2,2024-08-24
Eletrônicos Mean,Eletrônicos,1424.35,7,9970.45,2024-10-21
Móveis Movie,Móveis,444.33,4,1777.32,2024-11-22
Brinquedos Card,Brinquedos,4216.75,7,29517.25,2024-08-01
Brinquedos Lose,Brinquedos,668.28,5,3341.4,2024-01-29
Vestuário Without,Vestuário,1567.81,12,18813.72,2024-08-30
Vestuário Week,Vestuário,659.68,11,7256.48,2024-11-23
Brinquedos Pull,Brinquedos,140.77,1,140.77,2024-10-24
Eletrodomésticos Item,Eletrodomésticos,4602.77,6,27616.62,2024-09-17
Eletrônicos Bad,Eletrônicos,4286.6,8,34292.8,2024-10-30
Eletrodomésticos Explain,Eletrodomésticos,811.82,17,13800.94,2024-05-09
Eletrodomésticos Game,Eletrodomésticos,1607.24,20,32144.8,2024-09-08
Eletrônicos Scientist,Eletrônicos,2784.46,20,55689.2,2024-06-06
Móveis Challenge,Móveis,3329.82,14,46617.48,2024-10-23
Móveis Change,Móveis,3585.78,16,57372.48,2024-08-25
Móveis Face,Móveis,79.19,18,1425.42,2024-07-12
Eletrônicos Do,Eletrônicos,1767.0,19,33573.0,2024-08-30
Eletrodomésticos Magazine,Eletrodomésticos,3374.28,8,26994.24,2024-02-21
Brinquedos Option,Brinquedos,869.63,20,17392.6,2024-07-20
Móveis Shake,Móveis,191.67,18,3450.06,2024-11-23
Eletrodomésticos Near,Eletrodomésticos,1360.71,17,23132.07,2024-07-24
Brinquedos Source,Brinquedos,4478.75,16,71660.0,2024-09-29
Brinquedos Theory,Brinquedos,3332.04,8,26656.32,2024-02-16
Brinquedos By,Brinquedos,1799.31,14,25190.34,2024-10-27
Eletrodomésticos Hour,Eletrodomésticos,697.97,5,3489.85,2024-02-01
Brinquedos Front,Brinquedos,4874.24,13,63365.12,2024-08-27
Móveis Worker,Móveis,1028.17,7,7197.19,2024-10-23
Vestuário Their,Vestuário,1608.1,15,24121.5,2024-10-27
Móveis Upon,Móveis,3524.96,5,17624.8,2024-10-25
Móveis Brother,Móveis,3625.52,7,25378.64,2024-07-05
Eletrodomésticos Forget,Eletrodomésticos,796.44,14,11150.16,2024-10-07
Brinquedos Memory,Brinquedos,683.9,19,12994.1,2024-10-18
Brinquedos Force,Brinquedos,2412.25,19,45832.75,2024-04-17
Eletrônicos Public,Eletrônicos,1342.64,2,2685.28,2024-07-10
Brinquedos Bank,Brinquedos,4634.31,9,41708.79,2024-06-30
Vestuário Hold,Vestuário,553.34,13,7193.42,2024-06-18
Móveis Soon,Móveis,524.35,15,7865.25,2024-07-06
Eletrônicos Finally,Eletrônicos,3073.26,17,52245.42,2024-02-25
Eletrodomésticos Myself,Eletrodomésticos,2317.92,10,23179.2,2024-08-07
Móveis Spring,Móveis,706.94,15,10604.1,2024-05-24
Eletrônicos Dinner,Eletrônicos,4643.29,18,83579.22,2024-03-12
Eletrônicos Bit,Eletrônicos,3006.87,12,36082.44,2024-09-06
Eletrônicos Record,Eletrônicos,2368.21,10,23682.1,2024-10-12
Brinquedos Every,Brinquedos,2163.2,8,17305.6,2024-03-24
Brinquedos Movement,Brinquedos,1621.39,12,19456.68,2024-10-27
Vestuário Laugh,Vestuário,2567.14,12,30805.68,2024-01-30
Móveis Anything,Móveis,2248.94,12,26987.28,2024-09-07
Eletrodomésticos Church,Eletrodomésticos,2067.43,7,14472.01,2024-06-21
Móveis Note,Móveis,3607.53,16,57720.48,2024-03-25
Eletrônicos Smile,Eletrônicos,4114.21,12,49370.52,2024-05-22
Eletrodomésticos Itself,Eletrodomésticos,3447.39,1,3447.39,2024-06-14
Eletrodomésticos Least,Eletrodomésticos,4845.29,15,72679.35,2024-10-25
Brinquedos Face,Brinquedos,4005.86,19,76111.34,2024-05-30
Móveis Early,Móveis,4780.15,15,71702.25,2024-07-09
Vestuário Represent,Vestuário,4555.38,9,40998.42,2024-09-20
Eletrodomésticos Strategy,Eletrodomésticos,1386.17,13,18020.21,2024-04-02
Brinquedos Culture,Brinquedos,1611.11,6,9666.66,2024-04-14
Eletrônicos Mouth,Eletrônicos,2666.1,19,50655.9,2024-07-09
Eletrônicos Also,Eletrônicos,4945.08,3,14835.24,2024-05-12
Brinquedos Change,Brinquedos,3652.91,13,47487.83,2024-08-29
Brinquedos Top,Brinquedos,3470.87,13,45121.31,2024-09-03
Brinquedos Character,Brinquedos,3338.17,11,36719.87,2024-10-08
Vestuário Court,Vestuário,4136.5,20,82730.0,2024-03-02
Eletrônicos Security,Eletrônicos,4851.93,3,14555.79,2024-10-30
Vestuário Represent,Vestuário,2077.77,9,18699.93,2024-08-20
Eletrodomésticos Over,Eletrodomésticos,1028.68,14,14401.52,2024-08-22
Brinquedos Really,Brinquedos,1734.21,9,15607.89,2024-03-17
Brinquedos Great,Brinquedos,766.9,8,6135.2,2024-04-24
Eletrônicos Gas,Eletrônicos,2881.82,12,34581.84,2024-08-28
Eletrônicos Different,Eletrônicos,3728.05,17,63376.85,2024-03-13
Móveis News,Móveis,879.27,11,9671.97,2024-04-24
Móveis Generation,Móveis,4674.14,5,23370.7,2024-05-03
Móveis Church,Móveis,1854.25,18,33376.5,2024-02-04
Móveis With,Móveis,4076.98,1,4076.98,2024-01-05
Eletrônicos Score,Eletrônicos,2915.48,13,37901.24,2024-08-01
Eletrônicos Suffer,Eletrônicos,1108.81,9,9979.29,2024-11-03
Vestuário Material,Vestuário,1234.52,3,3703.56,2024-01-15
Brinquedos Relationship,Brinquedos,3608.13,11,39689.43,2024-05-07
Eletrodomésticos Staff,Eletrodomésticos,592.82,12,7113.84,2024-04-01
Brinquedos Visit,Brinquedos,3437.52,14,48125.28,2024-02-06
Eletrônicos Kid,Eletrônicos,2762.48,10,27624.8,2024-01-02
Vestuário Few,Vestuário,1693.82,10,16938.2,2024-11-04
Brinquedos Large,Brinquedos,2644.84,4,10579.36,2024-06-28
Eletrodomésticos Respond,Eletrodomésticos,4834.45,15,72516.75,2024-03-26
Móveis Way,Móveis,4679.33,12,56151.96,2024-02-01
Móveis Song,Móveis,3662.86,6,21977.16,2024-10-23
Eletrônicos Within,Eletrônicos,4302.45,12,51629.4,2024-07-09
Brinquedos Current,Brinquedos,278.65,20,5573.0,2024-06-30
Brinquedos Myself,Brinquedos,281.05,8,2248.4,2024-08-06
Eletrodomésticos Fire,Eletrodomésticos,652.33,11,7175.63,2024-03-21
Eletrodomésticos Teach,Eletrodomésticos,2749.74,20,54994.8,2024-08-06
Vestuário Little,Vestuário,675.38,9,6078.42,2024-03-21
Eletrodomésticos Put,Eletrodomésticos,580.01,14,8120.14,2024-05-21
Brinquedos Identify,Brinquedos,2369.61,20,47392.2,2024-10-06
Brinquedos Finish,Brinquedos,1964.26,14,27499.64,2024-06-10
Brinquedos Professional,Brinquedos,1712.96,10,17129.6,2024-04-07
Eletrônicos Population,Eletrônicos,3920.32,7,27442.24,2024-07-28
Vestuário Draw,Vestuário,4213.98,14,58995.72,2024-02-06
Eletrodomésticos Want,Eletrodomésticos,2422.03,7,16954.21,2024-02-21
Eletrônicos People,Eletrônicos,3821.35,4,15285.4,2024-07-22
Brinquedos Begin,Brinquedos,3623.96,13,47111.48,2024-06-08
Eletrodomésticos Suffer,Eletrodomésticos,1870.3,11,20573.3,2024-01-25
Eletrônicos Down,Eletrônicos,3081.54,2,6163.08,2024-02-19
Móveis Serious,Móveis,524.51,15,7867.65,2024-05-28
Eletrônicos Red,Eletrônicos,4249.18,3,12747.54,2024-07-16
Móveis Trial,Móveis,2935.92,7,20551.44,2024-08-19
Eletrônicos Culture,Eletrônicos,2912.39,1,2912.39,2024-05-15
Móveis Special,Móveis,1512.4,19,28735.6,2024-03-29
Vestuário Win,Vestuário,3682.06,10,36820.6,2024-05-09
Brinquedos Late,Brinquedos,2244.17,13,29174.21,2024-02-22
Móveis Suffer,Móveis,4603.42,3,13810.26,2024-01-29
Brinquedos Hard,Brinquedos,3545.68,11,39002.48,2024-04-27
Vestuário Compare,Vestuário,2891.91,7,20243.37,2024-11-07
Eletrodomésticos My,Eletrodomésticos,1544.58,1,1544.58,2024-10-05
Vestuário Evidence,Vestuário,2285.68,1,2285.68,2024-07-28
Brinquedos Decision,Brinquedos,2905.39,14,40675.46,2024-03-22
Móveis Anything,Móveis,2421.07,20,48421.4,2024-07-19
Móveis Girl,Móveis,1403.21,9,12628.89,2024-04-23
Eletrodomésticos These,Eletrodomésticos,4028.76,10,40287.6,2024-11-07
Brinquedos Determine,Brinquedos,487.19,10,4871.9,2024-06-23
Eletrônicos Play,Eletrônicos,4544.78,17,77261.26,2024-01-20
Móveis Apply,Móveis,1296.52,20,25930.4,2024-08-22
Eletrodomésticos Get,Eletrodomésticos,3754.78,15,56321.7,2024-07-30
Eletrônicos Skin,Eletrônicos,2643.3,10,26433.0,2024-05-23
Móveis Live,Móveis,4168.04,9,37512.36,2024-01-06
Eletrodomésticos Maintain,Eletrodomésticos,4334.76,11,47682.36,2024-07-20
Brinquedos Reveal,Brinquedos,422.9,17,7189.3,2024-10-12
Móveis Performance,Móveis,1954.31,10,19543.1,2024-09-26
Brinquedos As,Brinquedos,574.25,4,2297.0,2024-10-22
Móveis Shake,Móveis,4998.04,4,19992.16,2024-05-20
Eletrodomésticos Soon,Eletrodomésticos,4951.01,15,74265.15,2024-05-22
Brinquedos Often,Brinquedos,4176.62,18,75179.16,2024-11-11
Móveis Reason,Móveis,538.54,17,9155.18,2024-11-05
Brinquedos Example,Brinquedos,4163.14,11,45794.54,2024-10-11
Móveis Per,Móveis,849.97,20,16999.4,2024-11-06
Móveis Foot,Móveis,4159.72,17,70715.24,2024-08-23
Eletrodomésticos Site,Eletrodomésticos,4753.14,9,42778.26,2024-06-10
Móveis Center,Móveis,482.77,10,4827.7,2024-07-28
Eletrodomésticos Interview,Eletrodomésticos,2426.91,16,38830.56,2024-04-25
Móveis Part,Móveis,3871.33,15,58069.95,2024-03-19
Móveis Manage,Móveis,2902.21,1,2902.21,2024-08-16
Móveis Pressure,Móveis,4168.46,14,58358.44,2024-11-15
Móveis Only,Móveis,1432.91,10,14329.1,2024-04-09
Eletrodomésticos People,Eletrodomésticos,4006.46,11,44071.06,2024-03-13
Brinquedos Action,Brinquedos,3364.87,11,37013.57,2024-04-23
Brinquedos The,Brinquedos,1231.41,15,18471.15,2024-06-22
Móveis Change,Móveis,2952.84,16,47245.44,2024-05-24
Eletrônicos Late,Eletrônicos,1215.59,20,24311.8,2024-09-19
Brinquedos Gun,Brinquedos,4435.76,4,17743.04,2024-07-18
Vestuário Play,Vestuário,851.34,5,4256.7,2024-06-07
Móveis Glass,Móveis,240.86,13,3131.18,2024-06-27
Eletrodomésticos City,Eletrodomésticos,866.56,13,11265.28,2024-11-22
Vestuário Environmental,Vestuário,3385.14,7,23695.98,2024-05-27
Móveis Expect,Móveis,1603.68,7,11225.76,2024-11-01
Vestuário Executive,Vestuário,859.3,8,6874.4,2024-09-24
Brinquedos Tough,Brinquedos,296.41,10,2964.1,2024-04-19
Vestuário Style,Vestuário,516.45,1,516.45,2024-01-02
Eletrodomésticos Feel,Eletrodomésticos,4096.92,10,40969.2,2024-06-26
Brinquedos Election,Brinquedos,188.67,2,377.34,2024-01-10
Eletrodomésticos Board,Eletrodomésticos,1108.59,19,21063.21,2024-06-25
Brinquedos Rest,Brinquedos,4872.98,2,9745.96,2024-08-19
Eletrônicos Challenge,Eletrônicos,1030.26,12,12363.12,2024-01-01
Eletrônicos Physical,Eletrônicos,646.56,11,7112.16,2024-08-12
Brinquedos Statement,Brinquedos,352.64,12,4231.68,2024-04-07
Brinquedos Charge,Brinquedos,2828.38,15,42425.7,2024-07-17
Vestuário Say,Vestuário,3959.07,17,67304.19,2024-07-15
Vestuário Whose,Vestuário,877.47,9,7897.23,2024-11-11
Eletrônicos Student,Eletrônicos,4824.85,1,4824.85,2024-10-26
Vestuário Next,Vestuário,4008.22,13,52106.86,2024-05-19
Móveis Writer,Móveis,463.44,18,8341.92,2024-04-29
Brinquedos That,Brinquedos,2773.93,8,22191.44,2024-10-24
Brinquedos Soon,Brinquedos,3791.9,15,56878.5,2024-02-23
Eletrodomésticos Discover,Eletrodomésticos,814.7,14,11405.8,2024-07-11
Brinquedos Draw,Brinquedos,4721.37,12,56656.44,2024-06-02
Vestuário Standard,Vestuário,2855.84,2,5711.68,2024-03-24
Brinquedos Simple,Brinquedos,4533.5,14,63469.0,2024-08-26
Eletrônicos From,Eletrônicos,3891.8,19,73944.2,2024-08-01
Vestuário Language,Vestuário,887.35,2,1774.7,2024-10-03
Vestuário Out,Vestuário,1606.72,2,3213.44,2024-04-09
Vestuário Maybe,Vestuário,470.81,3,1412.43,2024-04-09
Móveis Effect,Móveis,2844.57,8,22756.56,2024-07-25
Brinquedos Close,Brinquedos,2086.34,18,37554.12,2024-01-12
Eletrodomésticos Garden,Eletrodomésticos,3026.98,3,9080.94,2024-09-06
Brinquedos Firm,Brinquedos,4309.22,6,25855.32,2024-04-18
Eletrônicos Recent,Eletrônicos,3767.55,11,41443.05,2024-05-25
Brinquedos Affect,Brinquedos,2654.32,11,29197.52,2024-03-22
Móveis Wear,Móveis,2841.98,4,11367.92,2024-11-20
Vestuário Stage,Vestuário,4483.97,16,71743.52,2024-06-20
Eletrônicos Kid,Eletrônicos,3965.32,2,7930.64,2024-05-22
Eletrônicos Land,Eletrônicos,1043.6,8,8348.8,2024-02-23
Eletrônicos Future,Eletrônicos,120.89,16,1934.24,2024-01-17
Brinquedos Leg,Brinquedos,4295.41,8,34363.28,2024-01-15
Eletrodomésticos Age,Eletrodomésticos,131.18,3,393.54,2024-09-29
Brinquedos Plan,Brinquedos,3057.91,19,58100.29,2024-11-13
Móveis Decade,Móveis,3750.66,4,15002.64,2024-02-16
Vestuário Participant,Vestuário,4029.73,17,68505.41,2024-05-11
Vestuário Wall,Vestuário,2084.35,10,20843.5,2024-02-01
Eletrônicos Hit,Eletrônicos,2890.46,1,2890.46,2024-11-01
Brinquedos Next,Brinquedos,4654.86,7,32584.02,2024-08-05
Eletrodomésticos Health,Eletrodomésticos,3840.27,11,42242.97,2024-04-24
Brinquedos Event,Brinquedos,1817.37,7,12721.59,2024-03-16
Eletrodomésticos Least,Eletrodomésticos,3579.34,4,14317.36,2024-01-03
Eletrodomésticos Current,Eletrodomésticos,4478.13,11,49259.43,2024-06-25
Brinquedos Everyone,Brinquedos,1021.93,4,4087.72,2024-11-17
Vestuário But,Vestuário,1288.94,18,23200.92,2024-02-19
Brinquedos Enter,Brinquedos,1963.57,6,11781.42,2024-11-06
Vestuário Spend,Vestuário,2670.58,20,53411.6,2024-04-26
Móveis Best,Móveis,3271.37,12,39256.44,2024-05-15
Eletrodomésticos Project,Eletrodomésticos,4650.34,19,88356.46,2024-05-22
Vestuário They,Vestuário,4794.38,10,47943.8,2024-07-07
Brinquedos Share,Brinquedos,1145.89,19,21771.91,2024-07-09
Eletrônicos Drive,Eletrônicos,3458.11,14,48413.54,2024-04-02
Móveis Early,Móveis,4966.81,6,29800.86,2024-02-27
Eletrônicos Sea,Eletrônicos,1000.52,12,12006.24,2024-07-16
Eletrodomésticos Establish,Eletrodomésticos,4498.96,15,67484.4,2024-03-31
Brinquedos Or,Brinquedos,3813.57,10,38135.7,2024-08-09
Eletrodomésticos Garden,Eletrodomésticos,4184.16,19,79499.04,2024-05-28
Eletrodomésticos Student,Eletrodomésticos,630.8,11,6938.8,2024-03-31
Eletrônicos Per,Eletrônicos,2229.04,16,35664.64,2024-06-20
Brinquedos Article,Brinquedos,1845.4,3,5536.2,2024-03-30
Móveis Beyond,Móveis,4828.19,11,53110.09,2024-11-07
Móveis Easy,Móveis,4917.12,19,93425.28,2024-10-27
Eletrodomésticos Usually,Eletrodomésticos,4140.58,12,49686.96,2024-09-29
Brinquedos Follow,Brinquedos,3541.68,13,46041.84,2024-11-16
Vestuário Institution,Vestuário,3724.15,8,29793.2,2024-02-24
Brinquedos Attention,Brinquedos,3443.96,20,68879.2,2024-01-10
Móveis Top,Móveis,167.46,20,3349.2,2024-09-22
Eletrônicos Fight,Eletrônicos,693.32,10,6933.2,2024-03-23
Eletrodomésticos Agency,Eletrodomésticos,2954.62,10,29546.2,2024-04-13
Vestuário Attention,Vestuário,4703.17,3,14109.51,2024-07-18
Eletrônicos Because,Eletrônicos,3515.26,3,10545.78,2024-05-18
Eletrônicos Right,Eletrônicos,2819.02,9,25371.18,2024-09-27
Móveis Old,Móveis,4589.3,3,13767.9,2024-05-23
Eletrônicos House,Eletrônicos,1761.04,19,33459.76,2024-04-21
Brinquedos Piece,Brinquedos,1547.2,13,20113.6,2024-11-11
Eletrônicos Finish,Eletrônicos,2457.2,7,17200.4,2024-03-20
Eletrodomésticos On,Eletrodomésticos,4917.41,2,9834.82,2024-10-30
Eletrodomésticos Field,Eletrodomésticos,3886.99,3,11660.97,2024-04-02
Eletrodomésticos Down,Eletrodomésticos,3327.7,9,29949.3,2024-02-20
Eletrodomésticos Sort,Eletrodomésticos,4293.95,19,81585.05,2024-05-06
Móveis Song,Móveis,2743.14,15,41147.1,2024-11-12
Brinquedos Style,Brinquedos,4263.27,9,38369.43,2024-03-08
Móveis Loss,Móveis,288.79,2,577.58,2024-03-22
Brinquedos Soon,Brinquedos,2470.16,15,37052.4,2024-05-15
Eletrodomésticos Between,Eletrodomésticos,4442.01,13,57746.13,2024-09-16
Móveis Argue,Móveis,68.77,1,68.77,2024-08-14
Brinquedos Machine,Brinquedos,2474.27,16,39588.32,2024-09-28
